,name,city,country,region,iso,iata,icao,lat,lon
2993,Kurumoch International Airport,Samara,Russia,Europe & Central Asia,RUS,KUF,UWWW,53.504901885986,50.16429901123
2994,Sardar Vallabhbhai Patel International Airport,Ahmedabad,India,South Asia,IND,AMD,VAAH,23.0771999359,72.63469696039999
2996,Aurangabad Airport,Aurangabad,India,South Asia,IND,IXU,VAAU,19.862699508666992,75.39810180664062
2997,Chhatrapati Shivaji International Airport,Mumbai,India,South Asia,IND,BOM,VABB,19.0886993408,72.8678970337
2999,Bhuj Airport,Bhuj,India,South Asia,IND,BHJ,VABJ,23.2877998352,69.6701965332
3000,Belgaum Airport,Belgaum,India,South Asia,IND,IXG,VABM,15.8592996597,74.6183013916
3001,Vadodara Airport,Baroda,India,South Asia,IND,BDQ,VABO,22.336201,73.226303
3002,Raja Bhoj International Airport,Bhopal,India,South Asia,IND,BHO,VABP,23.2875003815,77.3374023438
3003,Bhavnagar Airport,Bhaunagar,India,South Asia,IND,BHU,VABV,21.752199173,72.1852035522
3007,Dabolim Airport,Goa,India,South Asia,IND,GOI,VAGO,15.3808002472,73.8313980103
3008,Devi Ahilyabai Holkar Airport,Indore,India,South Asia,IND,IDR,VAID,22.7217998505,75.8011016846
3009,Jabalpur Airport,Jabalpur,India,South Asia,IND,JLR,VAJB,23.177799224853516,80.052001953125
3010,Jamnagar Airport,Jamnagar,India,South Asia,IND,JGA,VAJM,22.465499877929688,70.01260375976562
3012,Khajuraho Airport,Khajuraho,India,South Asia,IND,HJR,VAKJ,24.817199707,79.91860198970001
3015,Dr. Babasaheb Ambedkar International Airport,Nagpur,India,South Asia,IND,NAG,VANP,21.092199325561523,79.04720306396484
3017,Pune Airport,Pune,India,South Asia,IND,PNQ,VAPO,18.58209991455078,73.9197006225586
3018,Porbandar Airport,Porbandar,India,South Asia,IND,PBD,VAPR,21.6487007141,69.65720367429999
3019,Rajkot Airport,Rajkot,India,South Asia,IND,RAJ,VARK,22.3092002869,70.77950286869999
3020,Raipur Airport,Raipur,India,South Asia,IND,RPR,VARP,21.180401,81.7388
3022,Surat Airport,Surat,India,South Asia,IND,STV,VASU,21.1140995026,72.7417984009
3023,Maharana Pratap Airport,Udaipur,India,South Asia,IND,UDR,VAUD,24.617700576799997,73.89610290530001
3024,Bandaranaike International Colombo Airport,Colombo,Sri Lanka,South Asia,LKA,CMB,VCBI,7.180759906768799,79.88410186767578
3030,China Bay Airport,Trinciomalee,Sri Lanka,South Asia,LKA,TRR,VCCT,8.5385103225708,81.18190002441406
3034,Phnom Penh International Airport,Phnom-penh,Cambodia,East Asia & Pacific,KHM,PNH,VDPP,11.546600341796877,104.84400177001953
3035,Siem Reap International Airport,Siem-reap,Cambodia,East Asia & Pacific,KHM,REP,VDSR,13.410699844400002,103.81300354
11229,Beni Airport,Beni,Congo (Kinshasa),Sub-Saharan Africa,COD,BNC,FZNP,0.575,29.4739
11230,Boende Airport,Boende,Congo (Kinshasa),Sub-Saharan Africa,COD,BNB,FZGN,-0.2169999927282333,20.850000381469727
3039,Lengpui Airport,Aizwal,India,South Asia,IND,AJL,VELP,23.840599060099997,92.6196975708
3040,Bagdogra Airport,Baghdogra,India,South Asia,IND,IXB,VEBD,26.68120002746582,88.32859802246094
3038,Agartala Airport,Agartala,India,South Asia,IND,IXA,VEAT,23.8869991302,91.24040222170001
3042,Biju Patnaik Airport,Bhubaneswar,India,South Asia,IND,BBI,VEBS,20.244400024399997,85.8178024292
3043,Netaji Subhash Chandra Bose International Airport,Kolkata,India,South Asia,IND,CCU,VECC,22.654699325561523,88.44670104980469
3050,Imphal Airport,Imphal,India,South Asia,IND,IMF,VEIM,24.7600002289,93.896697998
3055,Silchar Airport,Silchar,India,South Asia,IND,IXS,VEKU,24.9129009247,92.97869873050001
3057,Dibrugarh Airport,Mohanbari,India,South Asia,IND,DIB,VEMN,27.4839000702,95.0168991089
3061,Lok Nayak Jayaprakash Airport,Patina,India,South Asia,IND,PAT,VEPT,25.591299057,85.0879974365
3063,Birsa Munda Airport,Ranchi,India,South Asia,IND,IXR,VERC,23.314300537100003,85.3217010498
11257,Dharavandhoo Airport,DHARAVANDHOO,Maldives,South Asia,MDV,DRV,VRMD,5.1561,73.1302
11258,Saumlaki/Olilit Airport,Saumlaki,Indonesia,East Asia & Pacific,IDN,SXK,WAPI,-7.9886097908,131.305999756
3066,Vishakhapatnam Airport,Vishakhapatnam,India,South Asia,IND,VTZ,VEVZ,17.721200943,83.2245025635
3068,Cox's Bazar Airport,Cox's Bazar,Bangladesh,South Asia,BGD,CXB,VGCB,21.45219993591309,91.96389770507812
3069,Shah Amanat International Airport,Chittagong,Bangladesh,South Asia,BGD,CGP,VGEG,22.24959945678711,91.81330108642578
3071,Jessore Airport,Jessore,Bangladesh,South Asia,BGD,JSR,VGJR,23.183799743652344,89.16079711914062
3072,Shah Mokhdum Airport,Rajshahi,Bangladesh,South Asia,BGD,RJH,VGRJ,24.43720054626465,88.61650085449219
3073,Saidpur Airport,Saidpur,Bangladesh,South Asia,BGD,SPD,VGSD,25.759199142456055,88.90889739990234
3074,Osmany International Airport,Sylhet Osmani,Bangladesh,South Asia,BGD,ZYL,VGSY,24.963199615478516,91.8667984008789
3076,Hazrat Shahjalal International Airport,Dhaka,Bangladesh,South Asia,BGD,DAC,VGZR,23.843347,90.397783
3077,Hong Kong International Airport,Hong Kong,Hong Kong,East Asia & Pacific,HKG,HKG,VHHH,22.308901,113.915001
3079,Agra Airport,Agra,India,South Asia,IND,AGR,VIAG,27.155799865722656,77.96089935302734
3080,Allahabad Airport,Allahabad,India,South Asia,IND,IXD,VIAL,25.440099716186523,81.73390197753906
3081,Sri Guru Ram Dass Jee International Airport,Amritsar,India,South Asia,IND,ATQ,VIAR,31.7096004486,74.7973022461
3084,Lal Bahadur Shastri Airport,Varanasi,India,South Asia,IND,VNS,VIBN,25.4524002075,82.8592987061
3085,Kullu Manali Airport,Kulu,India,South Asia,IND,KUU,VIBR,31.876699447631836,77.15440368652344
3089,Chandigarh Airport,Chandigarh,India,South Asia,IND,IXC,VICG,30.673500061035156,76.78849792480469
3092,Dehradun Airport,Dehra Dun,India,South Asia,IND,DED,VIDN,30.189699,78.180298
3093,Indira Gandhi International Airport,Delhi,India,South Asia,IND,DEL,VIDP,28.5665,77.103104
3094,Gwalior Airport,Gwalior,India,South Asia,IND,GWL,VIGR,26.29330062866211,78.22779846191406
3097,Jodhpur Airport,Jodhpur,India,South Asia,IND,JDH,VIJO,26.251100540161133,73.04889678955078
3098,Jaipur International Airport,Jaipur,India,South Asia,IND,JAI,VIJP,26.8242,75.812202
3100,Jammu Airport,Jammu,India,South Asia,IND,IXJ,VIJU,32.6890983582,74.8374023438
3101,Kanpur Civil Airport,Kanpur,India,South Asia,IND,\N,VIKA,26.441401,80.364899
3103,Ludhiana Airport,Ludhiaha,India,South Asia,IND,LUH,VILD,30.854700088500977,75.95259857177734
3104,Leh Kushok Bakula Rimpochee Airport,Leh,India,South Asia,IND,IXL,VILH,34.1358985901,77.5465011597
3105,Chaudhary Charan Singh International Airport,Lucknow,India,South Asia,IND,LKO,VILK,26.7605991364,80.8892974854
3112,Sheikh ul Alam Airport,Srinagar,India,South Asia,IND,SXR,VISR,33.987098693847656,74.77420043945312
3115,Luang Phabang International Airport,Luang Prabang,Laos,East Asia & Pacific,LAO,LPQ,VLLB,19.897300720214844,102.16100311279297
3116,Pakse International Airport,Pakse,Laos,East Asia & Pacific,LAO,PKZ,VLPS,15.132100105285645,105.78099822998047
3118,Savannakhet Airport,Savannakhet,Laos,East Asia & Pacific,LAO,ZVK,VLSK,16.55660057067871,104.76000213623047
3120,Wattay International Airport,Vientiane,Laos,East Asia & Pacific,LAO,VTE,VLVT,17.988300323500003,102.56300354
3121,Macau International Airport,Macau,Macau,East Asia & Pacific,MAC,MFM,VMMC,22.149599,113.592003
3122,Gautam Buddha Airport,Bhairawa,Nepal,South Asia,NPL,BWA,VNBW,27.505685,83.416293
3125,Tribhuvan International Airport,Kathmandu,Nepal,South Asia,NPL,KTM,VNKT,27.6966,85.3591
3127,Pokhara Airport,Pokhara,Nepal,South Asia,NPL,PKR,VNPK,28.200899124145508,83.98210144042969
3129,Biratnagar Airport,Biratnagar,Nepal,South Asia,NPL,BIR,VNVT,26.48150062561035,87.26399993896484
3130,Agatti Airport,Agatti Island,India,South Asia,IND,AGX,VOAT,10.823699951171877,72.1760025024414
3131,Kempegowda International Airport,Bangalore,India,South Asia,IND,BLR,VOBL,13.1979,77.706299
3134,Vijayawada Airport,Vijayawada,India,South Asia,IND,VGA,VOBZ,16.530399322509766,80.79679870605469
3135,Coimbatore International Airport,Coimbatore,India,South Asia,IND,CJB,VOCB,11.029999733,77.0434036255
3136,Cochin International Airport,Kochi,India,South Asia,IND,COK,VOCI,10.152,76.401901
3137,Calicut International Airport,Calicut,India,South Asia,IND,CCJ,VOCL,11.1367998123,75.95529937740001
3142,Madurai Airport,Madurai,India,South Asia,IND,IXM,VOMD,9.83450984955,78.09339904790001
3143,Mangalore International Airport,Mangalore,India,South Asia,IND,IXE,VOML,12.9612998962,74.8900985718
3144,Chennai International Airport,Madras,India,South Asia,IND,MAA,VOMM,12.990005493164062,80.16929626464844
3146,Vir Savarkar International Airport,Port Blair,India,South Asia,IND,IXZ,VOPB,11.641200065612791,92.72969818115234
3152,Tiruchirapally Civil Airport Airport,Tiruchirappalli,India,South Asia,IND,TRZ,VOTR,10.765399932861328,78.70970153808594
3153,Trivandrum International Airport,Trivandrum,India,South Asia,IND,TRV,VOTV,8.48211956024,76.9200973511
3155,Paro Airport,Thimphu,Bhutan,South Asia,BTN,PBH,VQPR,27.4032001495,89.42459869380001
3156,Malé International Airport,Male,Maldives,South Asia,MDV,MLE,VRMM,4.191830158233643,73.52909851074219
3157,Don Mueang International Airport,Bangkok,Thailand,East Asia & Pacific,THA,DMK,VTBD,13.9125995636,100.607002258
3161,U-Tapao International Airport,Pattaya,Thailand,East Asia & Pacific,THA,UTP,VTBU,12.67990016937256,101.00499725341797
3163,Lampang Airport,Lampang,Thailand,East Asia & Pacific,THA,LPT,VTCL,18.27090072631836,99.50420379638672
3164,Phrae Airport,Phrae,Thailand,East Asia & Pacific,THA,PRH,VTCP,18.132200241088867,100.16500091552734
3170,Phitsanulok Airport,Phitsanulok,Thailand,East Asia & Pacific,THA,PHS,VTPP,16.782899856567383,100.27899932861328
3173,Narathiwat Airport,Narathiwat,Thailand,East Asia & Pacific,THA,NAW,VTSC,6.5199198722839355,101.74299621582031
3174,Krabi Airport,Krabi,Thailand,East Asia & Pacific,THA,KBV,VTSG,8.09912014008,98.9861984253
3177,Samui Airport,Ko Samui,Thailand,East Asia & Pacific,THA,USM,VTSM,9.547789573669998,100.06199646
3179,Phuket International Airport,Phuket,Thailand,East Asia & Pacific,THA,HKT,VTSP,8.1132,98.316902
3180,Ranong Airport,Ranong,Thailand,East Asia & Pacific,THA,UNN,VTSR,9.777620315551758,98.58550262451172
3181,Hat Yai International Airport,Hat Yai,Thailand,East Asia & Pacific,THA,HDY,VTSS,6.93320989609,100.392997742
3182,Trang Airport,Trang,Thailand,East Asia & Pacific,THA,TST,VTST,7.508739948272705,99.6166000366211
3183,Udon Thani Airport,Udon Thani,Thailand,East Asia & Pacific,THA,UTH,VTUD,17.386400222800003,102.788002014
3184,Sakon Nakhon Airport,Sakon Nakhon,Thailand,East Asia & Pacific,THA,SNO,VTUI,17.195100784301758,104.11900329589844
3186,Loei Airport,Loei,Thailand,East Asia & Pacific,THA,LOE,VTUL,17.43910026550293,101.72200012207031
3196,Da Nang International Airport,Danang,Vietnam,East Asia & Pacific,VNM,DAD,VVDN,16.043899536132812,108.1989974975586
3199,Noi Bai International Airport,Hanoi,Vietnam,East Asia & Pacific,VNM,HAN,VVNB,21.221200942993164,105.80699920654297
3201,Phu Bai Airport,Hue,Vietnam,East Asia & Pacific,VNM,HUI,VVPB,16.401500701899998,107.70300293
3204,Phu Quoc International Airport,Phuquoc,Vietnam,East Asia & Pacific,VNM,PQC,VVPQ,10.1698,103.9931
3205,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,East Asia & Pacific,VNM,SGN,VVTS,10.8187999725,106.652000427
3209,Bagan Airport,Bagan,Burma,East Asia & Pacific,MMR,NYU,VYBG,21.178800582885746,94.9301986694336
3213,Heho Airport,Heho,Burma,East Asia & Pacific,MMR,HEH,VYHH,20.746999740600582,96.79199981689453
3215,Kengtung Airport,Kengtung,Burma,East Asia & Pacific,MMR,KET,VYKG,21.301599502563477,99.63600158691406
3217,Kyaukpyu Airport,Kyaukpyu,Burma,East Asia & Pacific,MMR,KYP,VYKP,19.42639923095703,93.53479766845703
3222,Mandalay International Airport,Mandalay,Burma,East Asia & Pacific,MMR,MDL,VYMD,21.70219993591309,95.97789764404297
3223,Myeik Airport,Myeik,Burma,East Asia & Pacific,MMR,MGZ,VYME,12.439800262451172,98.62149810791016
3224,Myitkyina Airport,Myitkyina,Burma,East Asia & Pacific,MMR,MYT,VYMK,25.38360023498535,97.35189819335938
3232,Putao Airport,Putao,Burma,East Asia & Pacific,MMR,PBU,VYPT,27.32990074157715,97.42630004882812
3235,Sittwe Airport,Sittwe,Burma,East Asia & Pacific,MMR,AKY,VYSW,20.132699966430664,92.87259674072266
3236,Thandwe Airport,Thandwe,Burma,East Asia & Pacific,MMR,SNW,VYTD,18.4606990814209,94.30010223388672
3237,Tachileik Airport,Tachilek,Burma,East Asia & Pacific,MMR,THL,VYTL,20.483800888061523,99.9354019165039
3239,Yangon International Airport,Yangon,Burma,East Asia & Pacific,MMR,RGN,VYYY,16.907300949099998,96.1332015991
3240,Hasanuddin International Airport,Ujung Pandang,Indonesia,East Asia & Pacific,IDN,UPG,WAAA,-5.061629772186279,119.55400085449219
3241,Frans Kaisiepo Airport,Biak,Indonesia,East Asia & Pacific,IDN,BIK,WABB,-1.190019965171814,136.10800170898438
3242,Nabire Airport,Nabire,Indonesia,East Asia & Pacific,IDN,NBX,WABI,-3.36818,135.496002
3243,Moses Kilangin Airport,Timika,Indonesia,East Asia & Pacific,IDN,TIM,WABP,-4.528279781341553,136.88699340820312
3244,Sentani International Airport,Jayapura,Indonesia,East Asia & Pacific,IDN,DJJ,WAJJ,-2.5769500733,140.5160064698
3245,Wamena Airport,Wamena,Indonesia,East Asia & Pacific,IDN,WMX,WAJW,-4.10251,138.957001
3246,Mopah Airport,Merauke,Indonesia,East Asia & Pacific,IDN,MKQ,WAKK,-8.52029037475586,140.41799926757812
3247,Jalaluddin Airport,Gorontalo,Indonesia,East Asia & Pacific,IDN,GTO,WAMG,0.63711899519,122.849998474
11436,Tarko-Sale Airport,Tarko-Sale,Russia,Europe & Central Asia,RUS,TQL,USDS,64.9308013916,77.81809997559999
3249,Mutiara Airport,Palu,Indonesia,East Asia & Pacific,IDN,PLW,WAML,-0.9185420274734496,119.91000366210938
3250,Sam Ratulangi Airport,Manado,Indonesia,East Asia & Pacific,IDN,MDC,WAMM,1.5492600202560425,124.9260025024414
3251,Kasiguncu Airport,Poso,Indonesia,East Asia & Pacific,IDN,PSJ,WAMP,-1.41674995422,120.657997131
3253,Sultan Khairun Babullah Airport,Ternate,Indonesia,East Asia & Pacific,IDN,TTE,WAMT,0.831413984298706,127.38099670410156
3254,Syukuran Aminuddin Amir Airport,Luwuk,Indonesia,East Asia & Pacific,IDN,LUW,WAMW,-1.03892,122.772003
3256,"Pattimura Airport, Ambon",Ambon,Indonesia,East Asia & Pacific,IDN,AMQ,WAPP,-3.7102599144,128.089004517
3257,Fakfak Airport,Fak Fak,Indonesia,East Asia & Pacific,IDN,FKQ,WASF,-2.9201900959014893,132.26699829101562
3258,Kaimana Airport,Kaimana,Indonesia,East Asia & Pacific,IDN,KNG,WASK,-3.6445200443267822,133.6959991455078
3259,Babo Airport,Babo,Indonesia,East Asia & Pacific,IDN,BXB,WASO,-2.5322399139404297,133.43899536132812
3260,Rendani Airport,Manokwari,Indonesia,East Asia & Pacific,IDN,MKW,WASR,-0.8918330073356628,134.0489959716797
3261,Dominique Edward Osok Airport,Sorong,Indonesia,East Asia & Pacific,IDN,SOQ,WAXX,-0.894,131.287
3262,Bintulu Airport,Bintulu,Malaysia,East Asia & Pacific,MYS,BTU,WBGB,3.12385010719,113.019996643
3263,Kuching International Airport,Kuching,Malaysia,East Asia & Pacific,MYS,KCH,WBGG,1.4846999645233154,110.34700012207031
3264,Limbang Airport,Limbang,Malaysia,East Asia & Pacific,MYS,LMN,WBGJ,4.808300018310547,115.01000213623047
3265,Marudi Airport,Marudi,Malaysia,East Asia & Pacific,MYS,MUR,WBGM,4.178979873657227,114.3290023803711
3266,Miri Airport,Miri,Malaysia,East Asia & Pacific,MYS,MYY,WBGR,4.322010040283203,113.98699951171875
3267,Sibu Airport,Sibu,Malaysia,East Asia & Pacific,MYS,SBW,WBGS,2.2616000175476074,111.98500061035156
3268,Lahad Datu Airport,Lahad Datu,Malaysia,East Asia & Pacific,MYS,LDU,WBKD,5.032249927520752,118.3239974975586
3269,Kota Kinabalu International Airport,Kota Kinabalu,Malaysia,East Asia & Pacific,MYS,BKI,WBKK,5.9372100830078125,116.0510025024414
3270,Labuan Airport,Labuan,Malaysia,East Asia & Pacific,MYS,LBU,WBKL,5.300680160522461,115.25
3271,Tawau Airport,Tawau,Malaysia,East Asia & Pacific,MYS,TWU,WBKW,4.320159912109375,118.12799835205078
3272,Brunei International Airport,Bandar Seri Begawan,Brunei,East Asia & Pacific,BRN,BWN,WBSB,4.944200038909912,114.9280014038086
3273,Sultan Syarif Kasim Ii (Simpang Tiga) Airport,Pekanbaru,Indonesia,East Asia & Pacific,IDN,PKU,WIBB,0.4607860147953033,101.44499969482422
3275,Soekarno-Hatta International Airport,Jakarta,Indonesia,East Asia & Pacific,IDN,CGK,WIII,-6.1255698204,106.65599823
11473,Jinchuan Airport,Jinchuan,China,East Asia & Pacific,CHN,JIC,ZLJC,38.5422222222,102.348333333
3282,Ketapang(Rahadi Usman) Airport,Ketapang,Indonesia,East Asia & Pacific,IDN,KTG,WIOK,-1.816640019416809,109.96299743652344
3284,Supadio Airport,Pontianak,Indonesia,East Asia & Pacific,IDN,PNK,WIOO,-0.1507109999656677,109.40399932861328
3287,Sultan Thaha Airport,Jambi,Indonesia,East Asia & Pacific,IDN,DJB,WIPA,-1.6380200386047363,103.64399719238281
3288,Fatmawati Soekarno Airport,Bengkulu,Indonesia,East Asia & Pacific,IDN,BKS,WIPL,-3.8637,102.338997
3289,Sultan Mahmud Badaruddin II Airport,Palembang,Indonesia,East Asia & Pacific,IDN,PLM,WIPP,-2.8982501029968,104.69999694824
3294,Sultan Iskandar Muda International Airport,Banda Aceh,Indonesia,East Asia & Pacific,IDN,BTJ,WITT,5.522872024010001,95.42063713070002
3296,Sultan Abdul Halim Airport,Alor Setar,Malaysia,East Asia & Pacific,MYS,AOR,WMKA,6.189670085906982,100.39800262451172
3298,Sultan Ismail Petra Airport,Kota Bahru,Malaysia,East Asia & Pacific,MYS,KBR,WMKC,6.1668500900268555,102.29299926757812
3299,Kuantan Airport,Kuantan,Malaysia,East Asia & Pacific,MYS,KUA,WMKD,3.7753899097442623,103.20899963378906
3300,Kerteh Airport,Kerteh,Malaysia,East Asia & Pacific,MYS,KTE,WMKE,4.537220001220703,103.427001953125
3302,Sultan Azlan Shah Airport,Ipoh,Malaysia,East Asia & Pacific,MYS,IPH,WMKI,4.567969799041748,101.09200286865234
3303,Senai International Airport,Johor Bahru,Malaysia,East Asia & Pacific,MYS,JHB,WMKJ,1.64131,103.669998
3304,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,East Asia & Pacific,MYS,KUL,WMKK,2.745579957962,101.70999908447
3305,Langkawi International Airport,Langkawi,Malaysia,East Asia & Pacific,MYS,LGK,WMKL,6.329730033874512,99.72869873046875
11498,Alashankou Bole (Bortala) airport,Bole,China,East Asia & Pacific,CHN,BPL,ZWAX,44.895,82.3
3307,Sultan Mahmud Airport,Kuala Terengganu,Malaysia,East Asia & Pacific,MYS,TGG,WMKN,5.3826398849487305,103.10299682617188
3308,Penang International Airport,Penang,Malaysia,East Asia & Pacific,MYS,PEN,WMKP,5.297140121459961,100.2770004272461
3310,Presidente Nicolau Lobato International Airport,Dili,East Timor,East Asia & Pacific,TLS,DIL,WPDL,-8.54640007019,125.526000977
3316,Singapore Changi Airport,Singapore,Singapore,East Asia & Pacific,SGP,SIN,WSSS,1.35019,103.994003
3318,Northern Peninsula Airport,Amberley,Australia,East Asia & Pacific,AUS,ABM,YBAM,-10.9508,142.459
3319,Alice Springs Airport,Alice Springs,Australia,East Asia & Pacific,AUS,ASP,YBAS,-23.806699752807617,133.90199279785156
3320,Brisbane International Airport,Brisbane,Australia,East Asia & Pacific,AUS,BNE,YBBN,-27.384199142456055,153.11700439453125
3321,Gold Coast Airport,Coolangatta,Australia,East Asia & Pacific,AUS,OOL,YBCG,-28.1644001007,153.505004883
3322,Cairns International Airport,Cairns,Australia,East Asia & Pacific,AUS,CNS,YBCS,-16.885799408,145.755004883
3323,Charleville Airport,Charlieville,Australia,East Asia & Pacific,AUS,CTL,YBCV,-26.4132995605,146.261993408
3324,Mount Isa Airport,Mount Isa,Australia,East Asia & Pacific,AUS,ISA,YBMA,-20.663900375399997,139.488998413
3325,Sunshine Coast Airport,Maroochydore,Australia,East Asia & Pacific,AUS,MCY,YBMC,-26.6033,153.091003
3326,Mackay Airport,Mackay,Australia,East Asia & Pacific,AUS,MKY,YBMK,-21.171699523900003,149.179992676
3328,Proserpine Whitsunday Coast Airport,Prosserpine,Australia,East Asia & Pacific,AUS,PPP,YBPN,-20.4950008392,148.552001953
