,name,city,country,region,iso,iata,icao,lat,lon
772,Rostock-Laage Airport,Laage,Germany,Europe & Central Asia,DEU,RLG,ETNL,53.9182014465,12.278300285299999
8979,Jiagedaqi Airport,Jiagedaqi District,China,East Asia & Pacific,CHN,JGD,ZYJD,50.371389,124.1175
794,Bram Fischer International Airport,Bloemfontein,South Africa,Sub-Saharan Africa,ZAF,BFN,FABL,-29.0926990509,26.302400589
797,Cape Town International Airport,Cape Town,South Africa,Sub-Saharan Africa,ZAF,CPT,FACT,-33.9648017883,18.6016998291
799,King Shaka International Airport,Durban,South Africa,Sub-Saharan Africa,ZAF,DUR,FALE,-29.6144444444,31.1197222222
800,Ben Schoeman Airport,East London,South Africa,Sub-Saharan Africa,ZAF,ELS,FAEL,-33.0355987549,27.825899124099998
804,George Airport,George,South Africa,Sub-Saharan Africa,ZAF,GRJ,FAGG,-34.0056,22.378902
811,Hoedspruit Air Force Base Airport,Hoedspruit,South Africa,Sub-Saharan Africa,ZAF,HDS,FAHS,-24.3686008453,31.0487003326
813,OR Tambo International Airport,Johannesburg,South Africa,Sub-Saharan Africa,ZAF,JNB,FAOR,-26.1392,28.246
815,Kimberley Airport,Kimberley,South Africa,Sub-Saharan Africa,ZAF,KIM,FAKM,-28.802799224900003,24.7651996613
820,Lanseria Airport,Johannesburg,South Africa,Sub-Saharan Africa,ZAF,HLA,FALA,-25.938499450699997,27.9260997772
827,Margate Airport,Margate,South Africa,Sub-Saharan Africa,ZAF,MGH,FAMG,-30.8574008942,30.343000412
9025,Bijie Feixiong Airport,Bijie,China,East Asia & Pacific,CHN,BFJ,ZUBJ,27.267066,105.472097
9026,Lensk Airport,Lensk,Russia,Europe & Central Asia,RUS,ULK,UERL,60.7206001282,114.825996399
838,Port Elizabeth Airport,Port Elizabeth,South Africa,Sub-Saharan Africa,ZAF,PLZ,FAPE,-33.9849014282,25.6173000336
840,Hendrik Van Eck Airport,Phalaborwa,South Africa,Sub-Saharan Africa,ZAF,PHW,FAPH,-23.9372005463,31.1553993225
843,Pietermaritzburg Airport,Pietermaritzburg,South Africa,Sub-Saharan Africa,ZAF,PZB,FAPM,-29.649000167799997,30.3987007141
845,Polokwane International Airport,Potgietersrus,South Africa,Sub-Saharan Africa,ZAF,PTG,FAPP,-23.845269,29.458615
849,Richards Bay Airport,Richard's Bay,South Africa,Sub-Saharan Africa,ZAF,RCB,FARB,-28.740999221800003,32.0920982361
9043,Iğdır Airport,Igdir,Turkey,Europe & Central Asia,TUR,IGD,LTCT,39.9766273499,43.8766479492
9044,Şanlıurfa GAP Airport,Sanliurfa,Turkey,Europe & Central Asia,TUR,GNY,LTCS,37.445663,38.895592
9045,Zafer Airport,Kutahya,Turkey,Europe & Central Asia,TUR,KZR,LTBZ,39.113079,30.128111
865,Pierre Van Ryneveld Airport,Upington,South Africa,Sub-Saharan Africa,ZAF,UTN,FAUP,-28.39909935,21.260200500499998
866,K. D. Matanzima Airport,Umtata,South Africa,Sub-Saharan Africa,ZAF,UTT,FAUT,-31.5463631849,28.6733551025
877,Francistown Airport,Francistown,Botswana,Sub-Saharan Africa,BWA,FRW,FBFT,-21.15959930419922,27.47450065612793
879,Kasane Airport,Kasane,Botswana,Sub-Saharan Africa,BWA,BBK,FBKE,-17.83289909362793,25.162399291992188
880,Maun Airport,Maun,Botswana,Sub-Saharan Africa,BWA,MUB,FBMN,-19.97260093688965,23.431100845336914
881,Sir Seretse Khama International Airport,Gaberone,Botswana,Sub-Saharan Africa,BWA,GBE,FBSK,-24.555201,25.9182
883,Maya-Maya Airport,Brazzaville,Congo (Brazzaville),Sub-Saharan Africa,COG,BZV,FCBB,-4.251699924468994,15.253000259399414
886,Pointe Noire Airport,Pointe-noire,Congo (Brazzaville),Sub-Saharan Africa,COG,PNR,FCPP,-4.816030025482178,11.88659954071045
887,Matsapha Airport,Manzini,Swaziland,Sub-Saharan Africa,SWZ,MTS,FDMS,-26.52899932861328,31.3075008392334
888,Bangui M'Poko International Airport,Bangui,Central African Republic,Sub-Saharan Africa,CAF,BGF,FEFF,4.39847993850708,18.518800735473633
890,Bata Airport,Bata,Equatorial Guinea,Sub-Saharan Africa,GNQ,BSG,FGBT,1.9054700136184692,9.805680274963379
891,Malabo Airport,Malabo,Equatorial Guinea,Sub-Saharan Africa,GNQ,SSG,FGSL,3.755270004272461,8.708720207214355
893,Sir Seewoosagur Ramgoolam International Airport,Plaisance,Mauritius,Sub-Saharan Africa,MUS,MRU,FIMP,-20.430201,57.683601
894,Sir Charles Gaetan Duval Airport,Rodriguez Island,Mauritius,Sub-Saharan Africa,MUS,RRG,FIMR,-19.7577,63.361
897,Douala International Airport,Douala,Cameroon,Sub-Saharan Africa,CMR,DLA,FKKD,4.0060801506,9.719479560849999
898,Salak Airport,Maroua,Cameroon,Sub-Saharan Africa,CMR,MVR,FKKL,10.45139980316162,14.257399559020996
9090,Busselton Regional Airport,Brusselton,Australia,East Asia & Pacific,AUS,BQB,YBLN,-33.6884231567,115.401596069
900,N'Gaoundéré Airport,N'gaoundere,Cameroon,Sub-Saharan Africa,CMR,NGE,FKKN,7.357009887695312,13.559200286865234
901,Garoua International Airport,Garoua,Cameroon,Sub-Saharan Africa,CMR,GOU,FKKR,9.33588981628418,13.370100021362305
906,Livingstone Airport,Livingstone,Zambia,Sub-Saharan Africa,ZMB,LVI,FLLI,-17.821800231933594,25.82270050048828
907,Kenneth Kaunda International Airport Lusaka,Lusaka,Zambia,Sub-Saharan Africa,ZMB,LUN,FLLS,-15.3308000565,28.4526004791
908,Mfuwe Airport,Mfuwe,Zambia,Sub-Saharan Africa,ZMB,MFU,FLMF,-13.258899688720703,31.936599731445312
910,Simon Mwansa Kapwepwe International Airport,Ndola,Zambia,Sub-Saharan Africa,ZMB,NLA,FLND,-12.998100280762,28.66489982605
912,Prince Said Ibrahim International Airport,Moroni,Comoros,Sub-Saharan Africa,COM,HAH,FMCH,-11.5337,43.2719
915,Dzaoudzi Pamandzi International Airport,Dzaoudzi,Mayotte,Sub-Saharan Africa,,DZA,FMCZ,-12.804699897766112,45.28110122680664
916,Roland Garros Airport,St.-denis,Reunion,Sub-Saharan Africa,,RUN,FMEE,-20.88710021972656,55.51029968261719
917,Pierrefonds Airport,St.-pierre,Reunion,Sub-Saharan Africa,,ZSE,FMEP,-21.320899963378903,55.42499923706055
918,Ivato Airport,Antananarivo,Madagascar,Sub-Saharan Africa,MDG,TNR,FMMI,-18.7969,47.478802
9107,Yichun Mingyueshan Airport,Yichun,China,East Asia & Pacific,CHN,YIC,ZSYC,27.8025,114.3062
920,Sainte Marie Airport,Sainte Marie,Madagascar,Sub-Saharan Africa,MDG,SMS,FMMS,-17.093900680541992,49.815799713134766
921,Toamasina Airport,Toamasina,Madagascar,Sub-Saharan Africa,MDG,TMM,FMMT,-18.10950088500977,49.39250183105469
922,Morondava Airport,Morondava,Madagascar,Sub-Saharan Africa,MDG,MOQ,FMMV,-20.28470039367676,44.31760025024414
923,Arrachart Airport,Antsiranana,Madagascar,Sub-Saharan Africa,MDG,DIE,FMNA,-12.34939956665039,49.29169845581055
924,Mananara Nord Airport,Mananara,Madagascar,Sub-Saharan Africa,MDG,WMR,FMNC,-16.16390037536621,49.773799896240234
927,Antsirabato Airport,Antalaha,Madagascar,Sub-Saharan Africa,MDG,ANM,FMNH,-14.99940013885498,50.3202018737793
929,Amborovy Airport,Mahajanga,Madagascar,Sub-Saharan Africa,MDG,MJN,FMNM,-15.6668417421,46.351232528699995
930,Fascene Airport,Nosy-be,Madagascar,Sub-Saharan Africa,MDG,NOS,FMNN,-13.3121004105,48.3148002625
932,Maroantsetra Airport,Maroantsetra,Madagascar,Sub-Saharan Africa,MDG,WMN,FMNR,-15.436699867248535,49.68830108642578
933,Sambava Airport,Sambava,Madagascar,Sub-Saharan Africa,MDG,SVB,FMNS,-14.278599739074709,50.17470169067383
937,Tôlanaro Airport,Tolagnaro,Madagascar,Sub-Saharan Africa,MDG,FTU,FMSD,-25.03809928894043,46.95610046386719
943,Toliara Airport,Toliara,Madagascar,Sub-Saharan Africa,MDG,TLE,FMST,-23.383399963378903,43.72850036621094
944,Mbanza Congo Airport,M'banza-congo,Angola,Sub-Saharan Africa,AGO,SSY,FNBC,-6.269899845123291,14.246999740600586
946,Cabinda Airport,Cabinda,Angola,Sub-Saharan Africa,AGO,CAB,FNCA,-5.59699010848999,12.188400268554688
948,Nova Lisboa Airport,Huambo,Angola,Sub-Saharan Africa,AGO,NOV,FNHU,-12.808899879455566,15.760499954223633
949,Kuito Airport,Kuito,Angola,Sub-Saharan Africa,AGO,SVP,FNKU,-12.404600143433,16.947399139404
951,Quatro de Fevereiro Airport,Luanda,Angola,Sub-Saharan Africa,AGO,LAD,FNLU,-8.85837,13.2312
952,Malanje Airport,Malanje,Angola,Sub-Saharan Africa,AGO,MEG,FNMA,-9.525090217590332,16.312400817871094
953,Menongue Airport,Menongue,Angola,Sub-Saharan Africa,AGO,SPP,FNME,-14.657600402832031,17.71980094909668
957,Saurimo Airport,Saurimo,Angola,Sub-Saharan Africa,AGO,VHC,FNSA,-9.689069747924805,20.431900024414062
958,Soyo Airport,Soyo,Angola,Sub-Saharan Africa,AGO,SZA,FNSO,-6.141089916229248,12.371800422668457
959,Lubango Airport,Lubango,Angola,Sub-Saharan Africa,AGO,SDD,FNUB,-14.924699783325195,13.574999809265137
960,Luena Airport,Luena,Angola,Sub-Saharan Africa,AGO,LUO,FNUE,-11.768099784851074,19.8976993560791
967,Port Gentil Airport,Port Gentil,Gabon,Sub-Saharan Africa,GAB,POG,FOOG,-0.7117390036582947,8.754380226135254
970,Libreville Leon M'ba International Airport,Libreville,Gabon,Sub-Saharan Africa,GAB,LBV,FOOL,0.458600014448,9.412280082699999
973,São Tomé International Airport,Sao Tome,Sao Tome and Principe,Sub-Saharan Africa,STP,TMS,FPST,0.3781749904155731,6.7121500968933105
974,Beira Airport,Beira,Mozambique,Sub-Saharan Africa,MOZ,BEW,FQBR,-19.79640007019043,34.90760040283203
976,Inhambane Airport,Inhambane,Mozambique,Sub-Saharan Africa,MOZ,INH,FQIN,-23.876399993896484,35.40850067138672
977,Lichinga Airport,Lichinga,Mozambique,Sub-Saharan Africa,MOZ,VXC,FQLC,-13.274,35.2663
979,Maputo Airport,Maputo,Mozambique,Sub-Saharan Africa,MOZ,MPM,FQMA,-25.920799,32.572601
984,Nampula Airport,Nampula,Mozambique,Sub-Saharan Africa,MOZ,APL,FQNP,-15.105600357055664,39.28179931640625
985,Pemba Airport,Pemba,Mozambique,Sub-Saharan Africa,MOZ,POL,FQPB,-12.991762161254885,40.52401351928711
986,Quelimane Airport,Quelimane,Mozambique,Sub-Saharan Africa,MOZ,UEL,FQQL,-17.855499267578125,36.86909866333008
988,Chingozi Airport,Tete,Mozambique,Sub-Saharan Africa,MOZ,TET,FQTT,-16.104799270629883,33.640201568603516
990,Vilankulo Airport,Vilankulu,Mozambique,Sub-Saharan Africa,MOZ,VNX,FQVL,-22.018400192260746,35.31330108642578
994,Seychelles International Airport,Mahe,Seychelles,Sub-Saharan Africa,SYC,SEZ,FSIA,-4.67434,55.521801
995,Praslin Airport,Praslin,Seychelles,Sub-Saharan Africa,SYC,PRI,FSPP,-4.3192901611328125,55.69139862060547
999,N'Djamena International Airport,N'djamena,Chad,Sub-Saharan Africa,TCD,NDJ,FTTJ,12.1337,15.034
1001,Joshua Mqabuko Nkomo International Airport,Bulawayo,Zimbabwe,Sub-Saharan Africa,ZWE,BUQ,FVBU,-20.017401,28.617901
1004,Victoria Falls International Airport,Victoria Falls,Zimbabwe,Sub-Saharan Africa,ZWE,VFA,FVFA,-18.09589958190918,25.839000701904297
1005,Robert Gabriel Mugabe International Airport,Harare,Zimbabwe,Sub-Saharan Africa,ZWE,HRE,FVHA,-17.931801,31.0928
1013,Chileka International Airport,Blantyre,Malawi,Sub-Saharan Africa,MWI,BLZ,FWCL,-15.679100036621094,34.9739990234375
1016,Lilongwe International Airport,Lilongwe,Malawi,Sub-Saharan Africa,MWI,LLW,FWKI,-13.7894001007,33.78099823
1018,Moshoeshoe I International Airport,Maseru,Lesotho,Sub-Saharan Africa,LSO,MSU,FXMM,-29.462299346923828,27.552499771118164
1020,Ndjili International Airport,Kinshasa,Congo (Kinshasa),Sub-Saharan Africa,COD,FIH,FZAA,-4.38575,15.4446
1026,Mbandaka Airport,Mbandaka,Congo (Kinshasa),Sub-Saharan Africa,COD,MDK,FZEA,0.0226000007242,18.2887001038
1028,Gemena Airport,Gemena,Congo (Kinshasa),Sub-Saharan Africa,COD,GMA,FZFK,3.2353699207299997,19.771299362199997
1031,Bangoka International Airport,Kisangani,Congo (Kinshasa),Sub-Saharan Africa,COD,FKI,FZIC,0.481638997793,25.3379993439
1032,Matari Airport,Isiro,Congo (Kinshasa),Sub-Saharan Africa,COD,IRP,FZJH,2.8276100158691406,27.588300704956055
1033,Bunia Airport,Bunia,Congo (Kinshasa),Sub-Saharan Africa,COD,BUX,FZKA,1.5657199621200562,30.220800399780273
1035,Bukavu Kavumu Airport,Bukavu/kavumu,Congo (Kinshasa),Sub-Saharan Africa,COD,BKY,FZMA,-2.3089799880981445,28.808799743652344
1036,Goma International Airport,Goma,Congo (Kinshasa),Sub-Saharan Africa,COD,GOM,FZNA,-1.670809984207153,29.238500595092773
9229,Sigiriya Air Force Base,Sigiriya,Sri Lanka,South Asia,LKA,GIU,VCCS,7.956669807430001,80.7285003662
1037,Kindu Airport,Kindu,Congo (Kinshasa),Sub-Saharan Africa,COD,KND,FZOA,-2.91917991638,25.915399551399997
1038,Lubumbashi International Airport,Lubumashi,Congo (Kinshasa),Sub-Saharan Africa,COD,FBM,FZQA,-11.5913000107,27.5308990479
1042,Kananga Airport,Kananga,Congo (Kinshasa),Sub-Saharan Africa,COD,KGA,FZUA,-5.90005016327,22.4692001343
1043,Mbuji Mayi Airport,Mbuji-mayi,Congo (Kinshasa),Sub-Saharan Africa,COD,MJM,FZWA,-6.121240139010001,23.569000244099996
1044,Modibo Keita International Airport,Bamako,Mali,Sub-Saharan Africa,MLI,BKO,GABS,12.5335,-7.94994
1050,Banjul International Airport,Banjul,Gambia,Sub-Saharan Africa,GMB,BJL,GBYD,13.338000297546388,-16.65220069885254
1051,Fuerteventura Airport,Fuerteventura,Spain,Europe & Central Asia,ESP,FUE,GCFV,28.452699661254883,-13.863800048828125
1052,Hierro Airport,Hierro,Spain,Europe & Central Asia,ESP,VDE,GCHI,27.814800262451172,-17.887100219726562
1053,La Palma Airport,Santa Cruz De La Palma,Spain,Europe & Central Asia,ESP,SPC,GCLA,28.626499,-17.7556
1054,Gran Canaria Airport,Gran Canaria,Spain,Europe & Central Asia,ESP,LPA,GCLP,27.931900024414062,-15.38659954071045
1055,Lanzarote Airport,Arrecife,Spain,Europe & Central Asia,ESP,ACE,GCRR,28.945499,-13.6052
1056,Tenerife South Airport,Tenerife,Spain,Europe & Central Asia,ESP,TFS,GCTS,28.044500351,-16.5725002289
1057,Tenerife Norte Airport,Tenerife,Spain,Europe & Central Asia,ESP,TFN,GCXO,28.4827003479,-16.3414993286
1058,Melilla Airport,Melilla,Spain,Europe & Central Asia,ESP,MLN,GEML,35.279800415,-2.9562599659
1059,Lungi International Airport,Freetown,Sierra Leone,Sub-Saharan Africa,SLE,FNA,GFLL,8.61644,-13.1955
1062,Spriggs Payne Airport,Monrovia,Liberia,Sub-Saharan Africa,LBR,MLW,GLMR,6.289060115814209,-10.758700370788574
1063,Roberts International Airport,Monrovia,Liberia,Sub-Saharan Africa,LBR,ROB,GLRB,6.23379,-10.3623
1064,Al Massira Airport,Agadir,Morocco,Middle East & North Africa,MAR,AGA,GMAD,30.325000762939453,-9.413069725036621
1066,Saïss Airport,Fes,Morocco,Middle East & North Africa,MAR,FEZ,GMFF,33.9272994995,-4.977960109709999
1070,Angads Airport,Oujda,Morocco,Middle East & North Africa,MAR,OUD,GMFO,34.787200927734375,-1.92399001121521
1072,Rabat-Salé Airport,Rabat,Morocco,Middle East & North Africa,MAR,RBA,GMME,34.051498,-6.75152
1074,Mohammed V International Airport,Casablanca,Morocco,Middle East & North Africa,MAR,CMN,GMMN,33.36750030517578,-7.589970111846924
1075,Menara Airport,Marrakech,Morocco,Middle East & North Africa,MAR,RAK,GMMX,31.606899261499997,-8.03629970551
1077,Ouarzazate Airport,Ouarzazate,Morocco,Middle East & North Africa,MAR,OZZ,GMMZ,30.9391002655,-6.909430027010001
1078,Cherif Al Idrissi Airport,Al Hociema,Morocco,Middle East & North Africa,MAR,AHU,GMTA,35.177101135253906,-3.83951997756958
1079,Saniat R'mel Airport,Tetouan,Morocco,Middle East & North Africa,MAR,TTU,GMTN,35.594299316406,-5.320020198822
1080,Ibn Batouta Airport,Tanger,Morocco,Middle East & North Africa,MAR,TNG,GMTT,35.726898193400004,-5.91689014435
1081,Ziguinchor Airport,Ziguinchor,Senegal,Sub-Saharan Africa,SEN,ZIG,GOGG,12.5556,-16.281799
1082,Cap Skirring Airport,Cap Skiring,Senegal,Sub-Saharan Africa,SEN,CSK,GOGS,12.39533,-16.748
9273,Kastamonu Airport,Kastamonu,Turkey,Europe & Central Asia,TUR,KFS,LTAL,41.31420135498047,33.795799255371094
1084,Léopold Sédar Senghor International Airport,Dakar,Senegal,Sub-Saharan Africa,SEN,DKR,GOOY,14.739700317382812,-17.49020004272461
9272,Bingöl Çeltiksuyu Airport,Bingol,Turkey,Europe & Central Asia,TUR,BGG,LTCU,38.8592605591,40.5959625244
1094,Nouakchott–Oumtounsy International Airport,Nouakschott,Mauritania,Sub-Saharan Africa,MRT,NKC,GQNO,18.31,-15.9697222
1097,Nouadhibou International Airport,Nouadhibou,Mauritania,Sub-Saharan Africa,MRT,NDB,GQPP,20.9330997467041,-17.030000686645508
1102,Amílcar Cabral International Airport,Amilcar Cabral,Cape Verde,Sub-Saharan Africa,CPV,SID,GVAC,16.7414,-22.9494
1103,Rabil Airport,Boa Vista,Cape Verde,Sub-Saharan Africa,CPV,BVC,GVBA,16.136499404907227,-22.888900756835938
1104,Maio Airport,Maio,Cape Verde,Sub-Saharan Africa,CPV,MMO,GVMA,15.15590000152588,-23.213699340820312
1105,Preguiça Airport,Sao Nocolau Island,Cape Verde,Sub-Saharan Africa,CPV,SNE,GVSN,16.58839988708496,-24.284700393676758
1106,São Pedro Airport,Sao Vicente Island,Cape Verde,Sub-Saharan Africa,CPV,VXE,GVSV,16.833200454711914,-25.055299758911133
1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,Sub-Saharan Africa,ETH,ADD,HAAB,8.97789001465,38.799301147499996
1109,Arba Minch Airport,Arba Minch,Ethiopia,Sub-Saharan Africa,ETH,AMH,HAAM,6.0393900871276855,37.59049987792969
1110,Axum Airport,Axum,Ethiopia,Sub-Saharan Africa,ETH,AXU,HAAX,14.14680004119873,38.77280044555664
1111,Bahir Dar Airport,Bahar Dar,Ethiopia,Sub-Saharan Africa,ETH,BJR,HABD,11.608099937438965,37.32160186767578
1112,Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Ethiopia,Sub-Saharan Africa,ETH,DIR,HADR,9.624699592590332,41.85419845581055
1113,Gambella Airport,Gambella,Ethiopia,Sub-Saharan Africa,ETH,GMB,HAGM,8.12876033782959,34.5630989074707
1114,Gonder Airport,Gondar,Ethiopia,Sub-Saharan Africa,ETH,GDQ,HAGN,12.51990032196045,37.433998107910156
1116,Jimma Airport,Jimma,Ethiopia,Sub-Saharan Africa,ETH,JIM,HAJM,7.66609001159668,36.81660079956055
1117,Lalibella Airport,Lalibella,Ethiopia,Sub-Saharan Africa,ETH,LLI,HALL,11.975000381469728,38.97999954223633
9310,Daocheng Yading Airport,Daocheng,China,East Asia & Pacific,CHN,DCY,ZUDC,29.323056,100.053333
9311,Gannan Xiahe Airport,Xiahe city,China,East Asia & Pacific,CHN,GXH,ZLXH,34.8105,102.6447
1118,Mekele Airport,Makale,Ethiopia,Sub-Saharan Africa,ETH,MQX,HAMK,13.467399597167969,39.53350067138672
1121,Egal International Airport,Hargeisa,Somalia,Sub-Saharan Africa,SOM,HGA,HCMH,9.518170356750488,44.08879852294922
1122,Berbera Airport,Berbera,Somalia,Sub-Saharan Africa,SOM,BBO,HCMI,10.389200210571287,44.94110107421875
1120,Bujumbura International Airport,Bujumbura,Burundi,Sub-Saharan Africa,BDI,BJM,HBBA,-3.3240199089050293,29.318500518798828
1119,Asosa Airport,Asosa,Ethiopia,Sub-Saharan Africa,ETH,ASO,HASO,10.018500328063965,34.586299896240234
1127,Abu Simbel Airport,Abu Simbel,Egypt,Middle East & North Africa,EGY,ABS,HEBL,22.375999450699997,31.611700058
1128,Cairo International Airport,Cairo,Egypt,Middle East & North Africa,EGY,CAI,HECA,30.12190055847168,31.40559959411621
1130,Hurghada International Airport,Hurghada,Egypt,Middle East & North Africa,EGY,HRG,HEGN,27.178300857543945,33.799400329589844
1132,Luxor International Airport,Luxor,Egypt,Middle East & North Africa,EGY,LXR,HELX,25.671,32.7066
9327,Comiso Airport,Comiso,Italy,Europe & Central Asia,ITA,CIY,LICB,36.994601,14.607182
1136,Aswan International Airport,Aswan,Egypt,Middle East & North Africa,EGY,ASW,HESN,23.9643993378,32.8199996948
1138,Eldoret International Airport,Eldoret,Kenya,Sub-Saharan Africa,KEN,EDL,HKEL,0.4044579863548279,35.23889923095703
1140,Kisumu Airport,Kisumu,Kenya,Sub-Saharan Africa,KEN,KIS,HKKI,-0.0861390009522438,34.72890090942383
1141,Kitale Airport,Kitale,Kenya,Sub-Saharan Africa,KEN,KTL,HKKT,0.9719889760017396,34.95859909057617
1143,Lodwar Airport,Lodwar,Kenya,Sub-Saharan Africa,KEN,LOK,HKLO,3.1219699382781982,35.608699798583984
1144,Manda Airstrip,Lamu,Kenya,Sub-Saharan Africa,KEN,LAU,HKLU,-2.252419948577881,40.91310119628906
1145,Mombasa Moi International Airport,Mombasa,Kenya,Sub-Saharan Africa,KEN,MBA,HKMO,-4.034830093383789,39.594200134277344
1147,Nairobi Wilson Airport,Nairobi,Kenya,Sub-Saharan Africa,KEN,WIL,HKNW,-1.321720004081726,36.81480026245117
1149,Wajir Airport,Wajir,Kenya,Sub-Saharan Africa,KEN,WJR,HKWJ,1.73324,40.091599
1152,Ghat Airport,Ghat,Libya,Middle East & North Africa,LBY,GHT,HLGT,25.1455993652,10.142600059500001
1153,Kufra Airport,Kufra,Libya,Middle East & North Africa,LBY,AKF,HLKF,24.178699493408203,23.31399917602539
1154,Benina International Airport,Benghazi,Libya,Middle East & North Africa,LBY,BEN,HLLB,32.096801757799994,20.2695007324
1157,Tripoli International Airport,Tripoli,Libya,Middle East & North Africa,LBY,TIP,HLLT,32.6635017395,13.1590003967
1162,Ghadames East Airport,Ghadames,Libya,Middle East & North Africa,LBY,LTD,HLTD,30.15169906616211,9.715310096740723
1165,Kigali International Airport,Kigali,Rwanda,Sub-Saharan Africa,RWA,KGL,HRYR,-1.96863,30.1395
1166,Kamembe Airport,Kamembe,Rwanda,Sub-Saharan Africa,RWA,KME,HRZA,-2.462239980697632,28.907899856567383
1169,El Fasher Airport,El Fasher,Sudan,Sub-Saharan Africa,SDN,ELF,HSFS,13.61489963531494,25.324600219726562
1173,Juba International Airport,Juba,South Sudan,Sub-Saharan Africa,SSD,JUB,HSSJ,4.87201023102,31.6011009216
1175,Khartoum International Airport,Khartoum,Sudan,Sub-Saharan Africa,SDN,KRT,HSSS,15.589500427246094,32.553199768066406
1176,Arusha Airport,Arusha,Tanzania,Sub-Saharan Africa,TZA,ARK,HTAR,-3.3677899837493896,36.63330078125
1177,Julius Nyerere International Airport,Dar Es Salaam,Tanzania,Sub-Saharan Africa,TZA,DAR,HTDA,-6.87811,39.202599
1180,Kilimanjaro International Airport,Kilimanjaro,Tanzania,Sub-Saharan Africa,TZA,JRO,HTKJ,-3.42940998077,37.0745010376
1182,Mtwara Airport,Mtwara,Tanzania,Sub-Saharan Africa,TZA,MYW,HTMT,-10.339099884033203,40.181800842285156
1183,Mwanza Airport,Mwanza,Tanzania,Sub-Saharan Africa,TZA,MWZ,HTMW,-2.4444899559020996,32.932701110839844
1186,Abeid Amani Karume International Airport,Zanzibar,Tanzania,Sub-Saharan Africa,TZA,ZNZ,HTZA,-6.22202,39.224899
1187,Entebbe International Airport,Entebbe,Uganda,Sub-Saharan Africa,UGA,EBB,HUEN,0.042386,32.443501
1190,Tirana International Airport Mother Teresa,Tirana,Albania,Europe & Central Asia,ALB,TIA,LATI,41.4146995544,19.7206001282
1191,Burgas Airport,Bourgas,Bulgaria,Europe & Central Asia,BGR,BOJ,LBBG,42.56959915161133,27.515199661254883
1193,Plovdiv International Airport,Plovdiv,Bulgaria,Europe & Central Asia,BGR,PDV,LBPD,42.067799,24.8508
9386,Xinyuan Nalati Airport,Xinyuan,China,East Asia & Pacific,CHN,NLT,ZWNL,43.4318,83.3786
1194,Sofia Airport,Sofia,Bulgaria,Europe & Central Asia,BGR,SOF,LBSF,42.69669342041016,23.411436080932617
1196,Varna Airport,Varna,Bulgaria,Europe & Central Asia,BGR,VAR,LBWN,43.232101,27.8251
1197,Larnaca International Airport,Larnaca,Cyprus,Europe & Central Asia,CYP,LCA,LCLK,34.875099182128906,33.624900817871094
1198,Paphos International Airport,Paphos,Cyprus,Europe & Central Asia,CYP,PFO,LCPH,34.71799850463867,32.48569869995117
1200,Dubrovnik Airport,Dubrovnik,Croatia,Europe & Central Asia,HRV,DBV,LDDU,42.5614013671875,18.268199920654297
1202,Osijek Airport,Osijek,Croatia,Europe & Central Asia,HRV,OSI,LDOS,45.46269989013672,18.810199737548828
1203,Pula Airport,Pula,Croatia,Europe & Central Asia,HRV,PUY,LDPL,44.89350128173828,13.922200202941895
1205,Rijeka Airport,Rijeka,Croatia,Europe & Central Asia,HRV,RJK,LDRI,45.21689987182617,14.570300102233887
1206,Split Airport,Split,Croatia,Europe & Central Asia,HRV,SPU,LDSP,43.53889846801758,16.29800033569336
1208,Zagreb Airport,Zagreb,Croatia,Europe & Central Asia,HRV,ZAG,LDZA,45.7429008484,16.0687999725
1209,Zadar Airport,Zadar,Croatia,Europe & Central Asia,HRV,ZAD,LDZD,44.108299,15.3467
1212,Alicante International Airport,Alicante,Spain,Europe & Central Asia,ESP,ALC,LEAL,38.28219985961914,-0.5581560134887695
1213,Almería International Airport,Almeria,Spain,Europe & Central Asia,ESP,LEI,LEAM,36.84389877319336,-2.3701000213623047
1214,Asturias Airport,Aviles,Spain,Europe & Central Asia,ESP,OVD,LEAS,43.5635986328125,-6.0346198081970215
1216,Bilbao Airport,Bilbao,Spain,Europe & Central Asia,ESP,BIO,LEBB,43.30110168457031,-2.9106099605560303
1218,Barcelona International Airport,Barcelona,Spain,Europe & Central Asia,ESP,BCN,LEBL,41.2971,2.07846
1219,Badajoz Airport,Badajoz,Spain,Europe & Central Asia,ESP,BJZ,LEBZ,38.891300201416016,-6.8213300704956055
1220,A Coruña Airport,La Coruna,Spain,Europe & Central Asia,ESP,LCG,LECO,43.302101,-8.37726
1222,Girona Airport,Gerona,Spain,Europe & Central Asia,ESP,GRO,LEGE,41.901000977,2.7605500221
1223,Federico Garcia Lorca Airport,Granada,Spain,Europe & Central Asia,ESP,GRX,LEGR,37.18870162963867,-3.777359962463379
1225,Ibiza Airport,Ibiza,Spain,Europe & Central Asia,ESP,IBZ,LEIB,38.8728981018,1.3731199502899998
1226,Jerez Airport,Jerez,Spain,Europe & Central Asia,ESP,XRY,LEJR,36.744598388671875,-6.060110092163086
1227,San Javier Airport,Murcia,Spain,Europe & Central Asia,ESP,MJV,LELC,37.775001525878906,-0.8123890161514282
